formula_error_id,source_file_id,version_id,file_name,sheet,cell,error_type,formula,shared_formula_si,shared_anchor,shared_anchor_formula,shared_ref,classification,referenced_error_cells,proposed_patch,patch_confidence,application_status,owner_role,required_evidence,analysis_impact
FERR-0540,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4797,#DIV/0!,J4797-N4797,,,,,Propagated from upstream error,J4797,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0541,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4805,#DIV/0!,J4805-N4805,,,,,Propagated from upstream error,J4805,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0542,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,O4813,#DIV/0!,J4813-N4813,,,,,Propagated from upstream error,J4813,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0543,FILE-082,VER-053-001,Себестоимость Меркушина.xlsx,Капсульные коллекции ,K466,#DIV/0!,(I466+J466)/H466,,,,,Root denominator error,,"=IF(H466=0,"""",(I466+J466)/H466)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0544,FILE-082,VER-053-001,Себестоимость Меркушина.xlsx,Капсульные коллекции ,K473,#DIV/0!,(I473+J473)/H473,,,,,Root denominator error,,"=IF(H473=0,"""",(I473+J473)/H473)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0545,FILE-082,VER-053-001,Себестоимость Меркушина.xlsx,Капсульные коллекции ,K480,#DIV/0!,(I480+J480)/H480,,,,,Root denominator error,,"=IF(H480=0,"""",(I480+J480)/H480)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0546,FILE-082,VER-053-001,Себестоимость Меркушина.xlsx,Капсульные коллекции ,L466,#DIV/0!,(U466+U467+U468+U469+U470+U471+U472)/H466,,,,,Root denominator error,,"=IF(H466=0,"""",(U466+U467+U468+U469+U470+U471+U472)/H466)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0547,FILE-082,VER-053-001,Себестоимость Меркушина.xlsx,Капсульные коллекции ,L473,#DIV/0!,(U473+U474+U475+U476+U477+U478+U479)/H473,,,,,Root denominator error,,"=IF(H473=0,"""",(U473+U474+U475+U476+U477+U478+U479)/H473)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0548,FILE-082,VER-053-001,Себестоимость Меркушина.xlsx,Капсульные коллекции ,L480,#DIV/0!,(U480+U481+U482+U483+U484+U485+U486)/H480,,,,,Root denominator error,,"=IF(H480=0,"""",(U480+U481+U482+U483+U484+U485+U486)/H480)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0549,FILE-082,VER-053-001,Себестоимость Меркушина.xlsx,Капсульные коллекции ,M466,#DIV/0!,K466+L466,,,,,Propagated from upstream error,"K466, L466",Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
