field_id,source_file_id,version_id,file_name,domain,sheet,sheet_state,header_row,header_confidence,source_column,source_field,normalized_field,tags,entity,data_type,nonempty,estimated_rows,completeness_pct,sample_unique,uniqueness_pct,key_candidate,formula_count,error_count,min_date,max_date,min_number,max_number,sensitivity,current_target_system,target_system,target_register,target_primary_key,proposed_target_field,mapping_rule,join_role,mapping_status,quality_risk,missing_for_production_use,owner_role,approval_status
FLD-2576,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,09-25,visible,3,Высокая,1,РАСХОДЫ за сентябрь 2025 / Наименование,расходы_за_сентябрь_2025_наименование,unclassified,Не классифицировано,text,90,96,93.8,89,98.9,Да,0,0,,,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,расходы_за_сентябрь_2025_наименование,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2577,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,09-25,visible,3,Высокая,2,Декор,декор,unclassified,Не классифицировано,number,19,96,19.8,17,89.5,Нет,9,0,,,0,1692000,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,декор,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2578,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,09-25,visible,3,Высокая,3,Салон Юлия Янина,салон_юлия_янина,unclassified,Не классифицировано,number,14,96,14.6,9,64.3,Нет,5,0,,,0,171686.89,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,салон_юлия_янина,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2579,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,09-25,visible,3,Высокая,4,ИП Янина ВТБ,ип_янина_втб,legal_entity,Юридическое лицо,number,22,96,22.9,21,95.5,Нет,16,0,,,0,3244745.0300000003,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2580,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,09-25,visible,3,Высокая,5,ИП Янина Альфа,ип_янина_альфа,legal_entity,Юридическое лицо,number,29,96,30.2,28,96.6,Нет,16,0,,,-158180.3,3350000,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2581,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,09-25,visible,3,Высокая,6,ИП Янина Райф,ип_янина_райф,legal_entity,Юридическое лицо,number,7,96,7.3,5,71.4,Нет,1,0,,,0,69700.89,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness | key not unique,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2582,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,09-25,visible,3,Высокая,7,Итого,итого,amount,Финансовая операция,number,86,96,89.6,42,48.8,Нет,18,0,,,-40763.139999999985,7601502.800000001,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2583,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,10-25,visible,3,Высокая,1,РАСХОДЫ за октябрь 2025 / Наименование,расходы_за_октябрь_2025_наименование,unclassified,Не классифицировано,text,95,100,95,92,96.8,Нет,0,0,,,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,расходы_за_октябрь_2025_наименование,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2584,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,10-25,visible,3,Высокая,2,Декор,декор,unclassified,Не классифицировано,number,22,100,22,20,90.9,Нет,9,0,,,0,1869300,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,декор,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2585,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,10-25,visible,3,Высокая,3,Салон Юлия Янина,салон_юлия_янина,unclassified,Не классифицировано,number,18,100,18,11,61.1,Нет,5,0,,,0,191545.84,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,салон_юлия_янина,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2586,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,10-25,visible,3,Высокая,4,ИП Янина ВТБ,ип_янина_втб,legal_entity,Юридическое лицо,number,27,100,27,26,96.3,Нет,16,0,,,0,6071330,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2587,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,10-25,visible,3,Высокая,5,ИП Янина Альфа,ип_янина_альфа,legal_entity,Юридическое лицо,number,30,100,30,29,96.7,Нет,18,0,,,-149600,3776534.55,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2588,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,10-25,visible,3,Высокая,6,ИП Янина Райф,ип_янина_райф,legal_entity,Юридическое лицо,number,5,100,5,3,60,Нет,1,0,,,0,69700.89,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness | key not unique,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-2589,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,10-25,visible,3,Высокая,7,Итого,итого,amount,Финансовая операция,number,88,100,88,47,53.4,Нет,20,0,,,-149600,11717164.55,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-2590,FILE-061,VER-017-002,Расходы 2025.xlsx,Финансы и денежные потоки,11-25,visible,3,Высокая,1,РАСХОДЫ за ноябрь 2025 / Наименование,расходы_за_ноябрь_2025_наименование,unclassified,Не классифицировано,text,99,104,95.2,95,96,Нет,0,0,,,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,расходы_за_ноябрь_2025_наименование,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
